"ADRIANO PEREIRA DOS ANJOS";"COITÉ";"10802";"Aguardando julgamento";"PRB";"10";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1975-12-06";"Casado(a)";"Vigilante";"Ensino Médio completo";"Brasileira nata";"RONDONOPOLIS/MT";"";"";"416342012";"446-68.2012.6.11.0001";""
"AGDA DO CARMO ANDRADE OJEDA";"AGDA OJEDA";"19190";"Aguardando julgamento";"PTN";"19";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Feminino";"1986-07-25";"Solteiro(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"451692012";"344-46.2012.6.11.0001";""
"AILTON TEOTONIO CORREA";"AILTON CORREA";"44015";"Aguardando julgamento";"PRP";"44";"Partido não coligado";"-";"Vereador";"Masculino";"1977-05-06";"Solteiro(a)";"Produtor de Espetáculos Públicos";"Ensino Fundamental incompleto";"Brasileira nata";"DOM AQUINO/MT";"";"";"445882012";"389-50.2012.6.11.0001";""
"ALADIR LEITE ALBUQUERQUE";"ALADIR ROCHA";"10345";"Aguardando julgamento";"PRB";"10";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1957-10-22";"Casado(a)";"Servidor Público Estadual";"Ensino Médio completo";"Brasileira nata";"ARAGARÇA/GO";"";"";"416352012";"447-53.2012.6.11.0001";""
"ALAIS OTAVIANO BASTOS";"ALAIS BASTOS";"40633";"Aguardando julgamento";"PSB";"40";"Partido não coligado";"-";"Vereador";"Feminino";"1953-03-15";"Divorciado(a)";"Cabeleireiro e Barbeiro";"Ensino Médio completo";"Brasileira nata";"POCONÉ/MT";"";"";"455802012";"260-45.2012.6.11.0001";""
"ALBERTO AMARAL MARQUES";"PROFESSOR AMARAL";"28345";"Aguardando julgamento";"PRTB";"28";"SENTIMENTO CUIABANO II";"PSC / PSDC / PRTB";"Vereador";"Masculino";"1962-05-02";"Casado(a)";"Professor de Ensino Médio";"Superior completo";"Brasileira nata";"QUATA/SP";"";"";"452962012";"47-39.2012.6.11.0001";""
"ALBERTO MACHADO";"BETO DOIS A UM";"31031";"Aguardando julgamento";"PHS";"31";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Masculino";"1976-03-17";"Casado(a)";"Músico";"Ensino Médio completo";"Brasileira nata";"PORTO ALEGRE/RS";"";"";"451702012";"345-31.2012.6.11.0001";""
"ALCINDO RODRGUES DA SILVA";"DR. ALCINDO RODRIGUES";"10000";"Aguardando julgamento";"PRB";"10";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1976-07-14";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"416362012";"448-38.2012.6.11.0001";""
"ALDIZIO DA CRUZ";"ALDIZIO CRUZ";"15515";"Aguardando julgamento";"PMDB";"15";"Partido não coligado";"-";"Vereador";"Masculino";"1939-04-14";"Separado(a) judicialmente";"Aposentado (Exceto Servidor Público)";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"362232012";"296-87.2012.6.11.0001";""
"ALDO LUIZ DALTRO DE MELO";"ALDO LUIZ DALTRO";"55567";"Aguardando julgamento";"PSD";"55";"SENTIMENTO CUIABANO I";"PSD / PC do B";"Vereador";"Masculino";"1963-03-02";"Separado(a) judicialmente";"Empresário";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"449122012";"422-40.2012.6.11.0001";""
"ALDO MARQUES PERES";"ALDO PERES";"40500";"Aguardando julgamento";"PSB";"40";"Partido não coligado";"-";"Vereador";"Masculino";"1952-11-30";"Casado(a)";"Outros";"Ensino Médio incompleto";"Brasileira nata";"GUIA LOPES DA LAGUNA/MS";"";"";"455812012";"262-15.2012.6.11.0001";""
"ALEDINER MESQUITA BORBA";"DR.MESQUITA";"12347";"Aguardando julgamento";"PDT";"12";"Partido não coligado";"-";"Vereador";"Masculino";"1957-05-02";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"423122012";"195-50.2012.6.11.0001";""
"ALESSANDRA APARECIDA MATTES";"ALESSANDRA MATTES";"70951";"Aguardando julgamento";"PT do B";"70";"Partido não coligado";"-";"Vereador";"Feminino";"1983-03-27";"Solteiro(a)";"Outros";"Ensino Fundamental completo";"Brasileira nata";"CHAPECÓ/SC";"";"";"454972012";"331-47.2012.6.11.0001";""
"ALESSANDRO MARCONDES ALVES";"PROF ALESSANDRO";"40540";"Aguardando julgamento";"PSB";"40";"Partido não coligado";"-";"Vereador";"Masculino";"1963-09-12";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"PALMAS/PR";"";"";"455822012";"263-97.2012.6.11.0001";""
"ALEX PEDDE PUCINELI";"ALEX PUCINELI";"40004";"Aguardando julgamento";"PSB";"40";"Partido não coligado";"-";"Vereador";"Masculino";"1985-10-12";"Solteiro(a)";"Empresário";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"455832012";"264-82.2012.6.11.0001";""
"ALFREDO AMARTE DUARTE";"ALFREDO";"50163";"Aguardando julgamento";"PSOL";"50";"Partido não coligado";"-";"Vereador";"Masculino";"1963-12-20";"Casado(a)";"Técnico de Eletricidade, Eletrônica e Telecomunicações";"Ensino Médio incompleto";"Brasileira nata";"ASSAI/PR";"";"";"374612012";"499-49.2012.6.11.0001";""
"ALICE SOUZA GARCIA";"ALICE GARCIA";"44789";"Aguardando julgamento";"PRP";"44";"Partido não coligado";"-";"Vereador";"Feminino";"1956-06-06";"Casado(a)";"Dona de Casa";"Ensino Fundamental incompleto";"Brasileira nata";"PADRE DE FARIA/SP";"";"";"445892012";"390-35.2012.6.11.0001";""
"ALINE FERREIRA DE ANDRADE NEVES";"ALINE";"17788";"Aguardando julgamento";"PSL";"17";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Feminino";"1971-10-28";"Solteiro(a)";"Outros";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"451712012";"346-16.2012.6.11.0001";""
"ALLAN KARDEC PINTO ACOSTA BENITEZ";"PROF ALLAN";"13300";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Masculino";"1978-01-23";"Divorciado(a)";"Professor de Ensino Fundamental";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"442002012";"219-78.2012.6.11.0001";""
"ALOIZIO JOSÉ FERREIRA MIRANDA";"ALOIZIO MIRANDA";"70222";"Aguardando julgamento";"PT do B";"70";"Partido não coligado";"-";"Vereador";"Masculino";"1972-03-05";"Casado(a)";"Administrador";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"454982012";"332-32.2012.6.11.0001";""
"ALONSO ALVES FILHO";"DR. ALONSO";"14007";"Aguardando julgamento";"PTB";"14";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1956-12-20";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"CUIABA/MT";"";"";"416372012";"449-23.2012.6.11.0001";""
"ALTAIR TAVARES DE ALMEIDA";"TAVARES";"70126";"Aguardando julgamento";"PT do B";"70";"Partido não coligado";"-";"Vereador";"Masculino";"1962-05-31";"Casado(a)";"Eletricista e Assemelhados";"Ensino Fundamental completo";"Brasileira nata";"TARUMIRIM/MG";"";"";"454992012";"333-17.2012.6.11.0001";""
"ALUIZIO LEITE PAREDES";"ALUIZIO LEITE";"43043";"Aguardando julgamento";"PV";"43";"CUIABÁ SOCIAL E SUSTENTÁVEL";"PPS / PV";"Vereador";"Masculino";"1963-10-21";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"CORUMBA/MS";"";"";"353422012";"42-17.2012.6.11.0001";""
"AMAURI PEREIRA DE ALMEIDA";"AMAURI PEREIRA";"28777";"Aguardando julgamento";"PRTB";"28";"SENTIMENTO CUIABANO II";"PSC / PSDC / PRTB";"Vereador";"Masculino";"1966-07-19";"Divorciado(a)";"Comerciário";"Ensino Médio incompleto";"Brasileira nata";"PARANAVAI/PR";"";"";"452972012";"48-24.2012.6.11.0001";""
"ANA FLÁVIA BOTELHO RODRIGUES";"ANA FLAVIA";"65610";"Aguardando julgamento";"PC do B";"65";"SENTIMENTO CUIABANO I";"PSD / PC do B";"Vereador";"Feminino";"1988-03-14";"Solteiro(a)";"Servidor Público Estadual";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"449132012";"423-25.2012.6.11.0001";""
"ANA MARIA BASTOS DA SILVA";"ANA MARIA BASTOS";"13402";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Feminino";"1975-02-16";"Casado(a)";"Servidor Público Estadual";"Superior incompleto";"Brasileira nata";"CUIABÁ/MT";"";"";"442012012";"220-63.2012.6.11.0001";""
"ANA MARIA FERNANDES DA CRUZ";"ENFERMEIRA ANA MARIA";"45600";"Aguardando julgamento";"PSDB";"45";"CUIABÁ 100%";"PSDB / PP / PMN";"Vereador";"Feminino";"1958-12-10";"Solteiro(a)";"Aposentado (Exceto Servidor Público)";"Superior completo";"Brasileira nata";"TEOFILO OTONI/MG";"";"";"410092012";"558-37.2012.6.11.0001";""
"ANA RITA MACIEL RIBEIRO";"ANA RITA RIBEIRO";"25555";"Aguardando julgamento";"DEM";"25";"Partido não coligado";"-";"Vereador";"Feminino";"1955-04-12";"Divorciado(a)";"Arquiteto";"Superior completo";"Brasileira nata";"NOSSA SENHORA DO LIVRAMENTO/MT";"";"";"380192012";"157-38.2012.6.11.0001";""
"ANDERSON LUIZ CHINAGLIA AMORIM";"ANDERSON AMORIM";"28990";"Aguardando julgamento";"PRTB";"28";"SENTIMENTO CUIABANO II";"PSC / PSDC / PRTB";"Vereador";"Masculino";"1979-07-13";"Solteiro(a)";"Publicitário";"Analfabeto";"Brasileira nata";"CUIABÁ/MT";"";"";"452982012";"49-09.2012.6.11.0001";""
"ÂNDREA LUCIA COSTA MORAES";"ÂNDREA MORAES";"23987";"Aguardando julgamento";"PPS";"23";"CUIABÁ SOCIAL E SUSTENTÁVEL";"PPS / PV";"Vereador";"Feminino";"1990-04-04";"Solteiro(a)";"Auxiliar de Escritório e Assemelhados";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"485192012";"787-94.2012.6.11.0001";""
"ANDRESSA PINHO MOURA";"ANDRESSA PINHO";"22456";"Aguardando julgamento";"PR";"22";"Partido não coligado";"-";"Vereador";"Feminino";"1984-11-10";"Casado(a)";"Administrador";"Superior incompleto";"Brasileira nata";"CUIABA/MT";"";"";"420632012";"317-63.2012.6.11.0001";""
"ANDROS DIAS MARQUES";"ANDROS MARQUES";"31777";"Aguardando julgamento";"PHS";"31";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Masculino";"1983-03-30";"Casado(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"451722012";"347-98.2012.6.11.0001";""
"ANGELA MARIA DIAS MOREIRA";"ANGELA MARIA";"20777";"Aguardando julgamento";"PSC";"20";"SENTIMENTO CUIABANO II";"PSC / PSDC / PRTB";"Vereador";"Feminino";"1955-04-21";"Casado(a)";"Dona de Casa";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"452992012";"50-91.2012.6.11.0001";""
"ANGELO SILVA DE OLIVEIRA";"ANGELO OLIVEIRA";"12112";"Aguardando julgamento";"PDT";"12";"Partido não coligado";"-";"Vereador";"Masculino";"1980-03-11";"Casado(a)";"Administrador";"Superior completo";"Brasileira nata";"RONDONOPOLIS/MT";"";"";"474662012";"738-53.2012.6.11.0001";""
"ANTENOR DE FIGUEIREDO NETO";"ANTENOR FIGUEIREDO";"22200";"Aguardando julgamento";"PR";"22";"Partido não coligado";"-";"Vereador";"Masculino";"1963-03-02";"Casado(a)";"Contador";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"475672012";"721-17.2012.6.11.0001";""
"ANTONIO BODNAR";"ANTONIO BODNAR";"14321";"Aguardando julgamento";"PTB";"14";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1958-02-17";"Divorciado(a)";"Empresário";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"416382012";"450-08.2012.6.11.0001";""
"ANTONIO CARLOS DE OLIVEIRA";"ANTONIO CARLOS (BILA)";"13665";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Masculino";"1967-01-10";"Casado(a)";"Aposentado (Exceto Servidor Público)";"Ensino Fundamental completo";"Brasileira nata";"BATAYPORA/MS";"";"";"442022012";"221-48.2012.6.11.0001";""
"ANTONIO CARLOS PAES LANDIM FERREIRA";"CARLÃO";"50555";"Aguardando julgamento";"PSOL";"50";"Partido não coligado";"-";"Vereador";"Masculino";"1973-11-19";"Solteiro(a)";"Empresário";"Ensino Fundamental completo";"Brasileira nata";"SÃO RAIMUNDO NONATO/PI";"";"";"374622012";"500-34.2012.6.11.0001";""
"ANTONIO CELSO DA SILVA";"PASTORIL";"27323";"Aguardando julgamento";"PSDC";"27";"SENTIMENTO CUIABANO II";"PSC / PSDC / PRTB";"Vereador";"Masculino";"1962-08-12";"Viúvo(a)";"Servidor Público Municipal";"Ensino Fundamental completo";"Brasileira nata";"CUIABÁ/MT";"";"";"453002012";"51-76.2012.6.11.0001";""
"ANTONIO CESAR DA SILVA";"TOTÓ CÉSAR";"14075";"Aguardando julgamento";"PTB";"14";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1974-09-14";"Solteiro(a)";"Vereador";"Superior completo";"Brasileira nata";"CUIABA/MT";"";"";"416392012";"451-90.2012.6.11.0001";""
"ANTÔNIO CÉSAR SOARES JÚNIOR";"ANTÔNIO SOARES";"36036";"Aguardando julgamento";"PTC";"36";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Masculino";"1975-05-14";"Casado(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"451732012";"348-83.2012.6.11.0001";""
"ANTONIO FERNANDES DO AMARAL";"ANTONIO FERNANDES";"45800";"Aguardando julgamento";"PSDB";"45";"CUIABÁ 100%";"PSDB / PP / PMN";"Vereador";"Masculino";"1968-09-05";"Casado(a)";"Vereador";"Superior completo";"Brasileira nata";"AQUIDAUANA/MS";"";"";"410102012";"559-22.2012.6.11.0001";""
"ANTÔNIO FERREIRA DE SOUZA";"TONINHO DE SOUZA";"55555";"Aguardando julgamento";"PSD";"55";"SENTIMENTO CUIABANO I";"PSD / PC do B";"Vereador";"Masculino";"1966-08-10";"Divorciado(a)";"Jornalista e Redator";"Superior incompleto";"Brasileira nata";"NOVA BRASILANDIA/MT";"";"";"449142012";"424-10.2012.6.11.0001";""
"ANTONIO LEMES DE PAULA";"LEMES";"22123";"Aguardando julgamento";"PR";"22";"Partido não coligado";"-";"Vereador";"Masculino";"1964-06-15";"Solteiro(a)";"Técnico de Obras Civis, Estradas, Saneamento e Assemelhados";"Ensino Fundamental incompleto";"Brasileira nata";"POCONÉ/MT";"";"";"475972012";"723-84.2012.6.11.0001";""
"ANTONIO MARCOS ALVES DA COSTA";"MARQUINHO CELULAR";"28100";"Aguardando julgamento";"PRTB";"28";"SENTIMENTO CUIABANO II";"PSC / PSDC / PRTB";"Vereador";"Masculino";"1975-07-29";"Solteiro(a)";"Comerciante";"Ensino Fundamental completo";"Brasileira nata";"CUIABÁ/MT";"";"";"453012012";"52-61.2012.6.11.0001";""
"ANTONIO MARCOS NASCIMENTO LEMOS";"MARCOS BAIANO";"14090";"Aguardando julgamento";"PTB";"14";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1972-06-29";"Solteiro(a)";"Mecânico de Manutenção";"Ensino Fundamental incompleto";"Brasileira nata";"ILHEUS/BA";"";"";"416402012";"452-75.2012.6.11.0001";""
"APARECIDO CLEMENTINO MENDONÇA";"CIDO MENDONÇA";"13100";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Masculino";"1948-04-05";"Casado(a)";"Secretário e Datilógrafo";"Ensino Médio completo";"Brasileira nata";"MANDAGUARI/PR";"";"";"442032012";"222-33.2012.6.11.0001";""
"ARILSON DA SILVA";"ARILSON DA SILVA";"13000";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Masculino";"1969-05-17";"Solteiro(a)";"Bancário e Economiário";"Superior completo";"Brasileira nata";"SÃO LUIS MONTES BELOS/GO";"";"";"442042012";"223-18.2012.6.11.0001";""
"ARISTONIO JOSE DE SOUZA";"ARISTONIO";"70663";"Aguardando julgamento";"PT do B";"70";"Partido não coligado";"-";"Vereador";"Masculino";"1960-05-20";"Casado(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"SANTO ANTONIO DO LEVERGER/MT";"";"";"455002012";"93-28.2012.6.11.0001";""
"ARLAN LINO DE DEUS";"ARLAN";"13200";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Masculino";"1965-08-20";"Casado(a)";"Outros";"Superior completo";"Brasileira nata";"GUIRATINGA/MT";"";"";"442052012";"224-03.2012.6.11.0001";""
"ARMANDO SILVA DOS SANTOS";"ARMANDO PADEIRO";"25013";"Aguardando julgamento";"DEM";"25";"Partido não coligado";"-";"Vereador";"Masculino";"1971-05-13";"Casado(a)";"Padeiro, Confeiteiro e Assemelhados";"Ensino Fundamental completo";"Brasileira nata";"CUIABA/MT";"";"";"380202012";"158-23.2012.6.11.0001";""
"ARNALDO DA PENHA CORRÊA";"ARNALDO PENHA";"15123";"Aguardando julgamento";"PMDB";"15";"Partido não coligado";"-";"Vereador";"Masculino";"1953-08-30";"Casado(a)";"Vereador";"Superior completo";"Brasileira nata";"BARÃO DE MELGAÇO/MT";"";"";"362242012";"297-72.2012.6.11.0001";""
"ARTHUR DE LARA OLIVEIRA";"ARTHUR DE LARA";"17003";"Aguardando julgamento";"PSL";"17";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Masculino";"1986-04-25";"Solteiro(a)";"Advogado";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"451742012";"349-68.2012.6.11.0001";""
"ARTURO JOSÉ TOMASELLI DE OLIVEIRA";"ARTURO TOMASELLI";"25777";"Aguardando julgamento";"DEM";"25";"Partido não coligado";"-";"Vereador";"Masculino";"1980-04-07";"Solteiro(a)";"Outros";"Superior incompleto";"Brasileira nata";"RONDONOPOLIS/MT";"";"";"380212012";"159-08.2012.6.11.0001";""
"ATILIO MARTINELLE NETO";"JACARÉ";"70007";"Aguardando julgamento";"PT do B";"70";"Partido não coligado";"-";"Vereador";"Masculino";"1956-03-14";"Solteiro(a)";"Comerciante";"Ensino Médio completo";"Brasileira nata";"UBERLANDIA/MG";"";"";"455012012";"94-13.2012.6.11.0001";""
"AUGUSTO DE OLIVEIRA LUZ JUNIOR";"O MASCARADO";"22222";"Aguardando julgamento";"PR";"22";"Partido não coligado";"-";"Vereador";"Masculino";"1960-10-29";"Casado(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"SIDEROPOLIS/SC";"";"";"420642012";"318-48.2012.6.11.0001";""
"AUGUSTO JORGE PEREIRA LEITE";"AUGUSTO JORGE";"19123";"Aguardando julgamento";"PTN";"19";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Masculino";"1965-12-04";"Solteiro(a)";"Publicitário";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"451752012";"350-53.2012.6.11.0001";""
"AUREA PRISCILLA CALMON FREITAS";"PRISCILLA";"27013";"Aguardando julgamento";"PSDC";"27";"SENTIMENTO CUIABANO II";"PSC / PSDC / PRTB";"Vereador";"Feminino";"1985-03-30";"Solteiro(a)";"Advogado";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"496882012";"769-73.2012.6.11.0001";""
"BARTOLOMEU GARCIA DUARTE FILHO";"BARTOLOMEU";"55222";"Aguardando julgamento";"PSD";"55";"SENTIMENTO CUIABANO I";"PSD / PC do B";"Vereador";"Masculino";"1958-07-20";"Divorciado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"449152012";"425-92.2012.6.11.0001";""
"BENEDITA DE SOUZA MENDES";"DONA MORENA DO PLANALTO";"40315";"Aguardando julgamento";"PSB";"40";"Partido não coligado";"-";"Vereador";"Feminino";"1960-12-21";"Casado(a)";"Dona de Casa";"Ensino Fundamental completo";"Brasileira nata";"CUIABÁ/MT";"";"";"455842012";"265-67.2012.6.11.0001";""
"BENEDITO ALVES FERRAZ JUNIOR";"FERRAZ JUNIOR";"15077";"Aguardando julgamento";"PMDB";"15";"Partido não coligado";"-";"Vereador";"Masculino";"1963-07-03";"Divorciado(a)";"Outros";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"362252012";"298-57.2012.6.11.0001";""
"BENEDITO ANTÔNIO DE CAMPOS";"DITO ENFERMEIRO";"70789";"Aguardando julgamento";"PT do B";"70";"Partido não coligado";"-";"Vereador";"Masculino";"1952-05-07";"Casado(a)";"Servidor Público Municipal";"Superior completo";"Brasileira nata";"NOSSA SENHORA DO LIVRAMENTO/MT";"";"";"455022012";"95-95.2012.6.11.0001";""
"BENEDITO CEDRONIAS DE ALMEIDA";"PROFº BENEDITO ALMEIDA";"14014";"Aguardando julgamento";"PTB";"14";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1967-07-11";"Casado(a)";"Professor de Ensino Superior";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"416412012";"453-60.2012.6.11.0001";""
"BENEDITO CESARINO LARA FERNADES";"DR.CESARINO";"70567";"Aguardando julgamento";"PT do B";"70";"Partido não coligado";"-";"Vereador";"Masculino";"1949-04-18";"Divorciado(a)";"Médico";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"455032012";"96-80.2012.6.11.0001";""
"BENEDITO GONÇALO CURVO";"NONÔ CURVO";"25625";"Aguardando julgamento";"DEM";"25";"Partido não coligado";"-";"Vereador";"Masculino";"1954-05-26";"Divorciado(a)";"Outros";"Superior completo";"Brasileira nata";"POCONE/MT";"";"";"380222012";"160-90.2012.6.11.0001";""
